"audience_group","respondent_id","stimulus_file","condition","target_v","target_a","perceived_v","perceived_a","alignment_distance","repetitions"
"OCEAN audience","P16","B10_run0_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P16","B10_run1_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P16","B10_run1_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P16","B10_run2_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P16","B10_run2_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P16","B11_run0_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P16","B11_run0_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P16","B11_run1_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P16","B11_run1_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P16","B11_run2_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P16","B11_run2_opt.wav","optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P16","B12_run0_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P16","B12_run0_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P16","B12_run1_nonopt.wav","non_optimised",-0.107,-0.208,0.166666666666667,0.166666666666667,0.466800082565048,3
"OCEAN audience","P16","B12_run1_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P16","B12_run2_nonopt.wav","non_optimised",-0.107,-0.208,0.166666666666667,0.166666666666667,0.466800082565048,3
"OCEAN audience","P16","B12_run2_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P16","B13_run0_nonopt.wav","non_optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P16","B13_run0_opt.wav","optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P16","B13_run1_nonopt.wav","non_optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P16","B13_run1_opt.wav","optimised",0.075,-0.191,0.666666666666667,0.666666666666667,1.04349619292665,3
"OCEAN audience","P16","B13_run2_nonopt.wav","non_optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P16","B13_run2_opt.wav","optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P16","B14_run0_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P16","B14_run0_opt.wav","optimised",0.102,-0.122,0.833333333333333,1,1.35490701223444,3
"OCEAN audience","P16","B14_run1_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P16","B14_run1_opt.wav","optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P16","B14_run2_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P16","B14_run2_opt.wav","optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P16","B15_run0_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P16","B15_run0_opt.wav","optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P16","B15_run1_nonopt.wav","non_optimised",0.054,-0.261,0.5,0.5,0.88206405663081,3
"OCEAN audience","P16","B15_run1_opt.wav","optimised",0.054,-0.261,0.5,1,1.33754887761158,3
"OCEAN audience","P16","B15_run2_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P16","B15_run2_opt.wav","optimised",0.054,-0.261,0.833333333333333,1,1.49678296766195,3
"OCEAN audience","P16","B16_run0_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P16","B16_run0_opt.wav","optimised",0.082,-0.208,0,0,0.223579963324087,3
"OCEAN audience","P16","B16_run1_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P16","B16_run1_opt.wav","optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P16","B16_run2_nonopt.wav","non_optimised",0.082,-0.208,0.333333333333333,0.333333333333333,0.622649917139737,3
"OCEAN audience","P16","B16_run2_opt.wav","optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P17","B01_run0_nonopt.wav","non_optimised",0.075,0.08,0.166666666666667,1,0.953175475022386,3
"OCEAN audience","P17","B01_run0_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P17","B01_run1_nonopt.wav","non_optimised",0.075,0.08,0,1,0.923052002868744,3
"OCEAN audience","P17","B01_run1_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P17","B01_run2_nonopt.wav","non_optimised",0.075,0.08,0,1,0.923052002868744,3
"OCEAN audience","P17","B01_run2_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P17","B02_run0_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P17","B02_run0_opt.wav","optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P17","B02_run1_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P17","B02_run1_opt.wav","optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P17","B02_run2_nonopt.wav","non_optimised",0.102,0.056,0.5,0.5,0.596271750127406,3
"OCEAN audience","P17","B02_run2_opt.wav","optimised",0.102,0.056,0.5,1,1.02447059499041,3
"OCEAN audience","P17","B03_run0_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P17","B03_run0_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P17","B03_run1_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P17","B03_run1_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P17","B03_run2_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P17","B03_run2_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P17","B04_run0_nonopt.wav","non_optimised",0.089,0.074,0.5,1,1.01311253076842,3
"OCEAN audience","P17","B04_run0_opt.wav","optimised",0.089,0.074,0.5,1,1.01311253076842,3
"OCEAN audience","P17","B04_run1_nonopt.wav","non_optimised",0.089,0.074,0.5,0.5,0.591943409457357,3
"OCEAN audience","P17","B04_run1_opt.wav","optimised",0.089,0.074,0.5,0.5,0.591943409457357,3
"OCEAN audience","P17","B04_run2_nonopt.wav","non_optimised",0.089,0.074,0.5,0.5,0.591943409457357,3
"OCEAN audience","P17","B04_run2_opt.wav","optimised",0.089,0.074,0.5,1,1.01311253076842,3
"OCEAN audience","P17","B05_run0_nonopt.wav","non_optimised",-0.098,0.08,0.333333333333333,0.333333333333333,0.52933948770594,3
"OCEAN audience","P17","B05_run0_opt.wav","optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P17","B05_run1_nonopt.wav","non_optimised",-0.098,0.08,0,0.833333333333333,0.760563831596068,3
"OCEAN audience","P17","B05_run1_opt.wav","optimised",-0.098,0.08,0,0.5,0.494331189803847,3
"OCEAN audience","P17","B05_run2_nonopt.wav","non_optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P17","B05_run2_opt.wav","optimised",-0.098,0.08,0.5,0.5,0.730755773155437,3
"OCEAN audience","P17","B06_run0_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P17","B06_run0_opt.wav","optimised",-0.134,0.056,0,0.166666666666667,0.251413940583255,3
"OCEAN audience","P17","B06_run1_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P17","B06_run1_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P17","B06_run2_nonopt.wav","non_optimised",-0.134,0.056,0.5,0.5,0.774010335848301,3
"OCEAN audience","P17","B06_run2_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P17","B07_run0_nonopt.wav","non_optimised",-0.08,0.099,0,0,0.127283148923964,3
"OCEAN audience","P17","B07_run0_opt.wav","optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P17","B07_run1_nonopt.wav","non_optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P17","B07_run1_opt.wav","optimised",-0.08,0.099,0.5,0.5,0.705124811646846,3
"OCEAN audience","P17","B07_run2_nonopt.wav","non_optimised",-0.08,0.099,0.5,1,1.07154141310544,3
"OCEAN audience","P17","B07_run2_opt.wav","optimised",-0.08,0.099,0.5,1,1.07154141310544,3
"OCEAN audience","P17","B08_run0_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P17","B08_run0_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P17","B08_run1_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P17","B08_run1_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P17","B08_run2_nonopt.wav","non_optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P17","B08_run2_opt.wav","optimised",-0.116,0.074,0.5,0.5,0.748953937168368,3
"OCEAN audience","P17","B09_run0_nonopt.wav","non_optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P17","B09_run0_opt.wav","optimised",-0.098,-0.191,0,0,0.214674171711457,3
"OCEAN audience","P17","B09_run1_nonopt.wav","non_optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P17","B09_run1_opt.wav","optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P17","B09_run2_nonopt.wav","non_optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P17","B09_run2_opt.wav","optimised",-0.098,-0.191,0.5,0.5,0.913829852871967,3
"OCEAN audience","P17","B10_run0_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P17","B10_run0_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P17","B10_run1_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P17","B10_run1_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P17","B10_run2_nonopt.wav","non_optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P17","B10_run2_opt.wav","optimised",-0.134,-0.122,0.5,0.5,0.888166651028961,3
"OCEAN audience","P17","B11_run0_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P17","B11_run0_opt.wav","optimised",-0.071,-0.261,0,0.5,0.765928963941984,3
"OCEAN audience","P17","B11_run1_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P17","B11_run1_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P17","B11_run2_nonopt.wav","non_optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P17","B11_run2_opt.wav","optimised",-0.071,-0.261,0.5,0.5,0.951400021021652,3
"OCEAN audience","P17","B12_run0_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P17","B12_run0_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P17","B12_run1_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P17","B12_run1_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P17","B12_run2_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P17","B12_run2_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P17","B13_run0_nonopt.wav","non_optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P17","B13_run0_opt.wav","optimised",0.075,-0.191,0,0.333333333333333,0.531771335916089,3
"OCEAN audience","P17","B13_run1_nonopt.wav","non_optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P17","B13_run1_opt.wav","optimised",0.075,-0.191,0.5,1,1.26455763016163,3
"OCEAN audience","P17","B13_run2_nonopt.wav","non_optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P17","B13_run2_opt.wav","optimised",0.075,-0.191,0.5,0.5,0.811237326557402,3
"OCEAN audience","P17","B14_run0_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P17","B14_run0_opt.wav","optimised",0.102,-0.122,0.5,1,1.19049905501852,3
"OCEAN audience","P17","B14_run1_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P17","B14_run1_opt.wav","optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P17","B14_run2_nonopt.wav","non_optimised",0.102,-0.122,0.5,0.5,0.738436185462224,3
"OCEAN audience","P17","B14_run2_opt.wav","optimised",0.102,-0.122,0.5,1,1.19049905501852,3
"OCEAN audience","P17","B15_run0_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P17","B15_run0_opt.wav","optimised",0.054,-0.261,0,1,1.26215569562554,3
"OCEAN audience","P17","B15_run1_nonopt.wav","non_optimised",0.054,-0.261,0.5,0.5,0.88206405663081,3
"OCEAN audience","P17","B15_run1_opt.wav","optimised",0.054,-0.261,0.5,1,1.33754887761158,3
"OCEAN audience","P17","B15_run2_nonopt.wav","non_optimised",0.054,-0.261,-0.166666666666667,0,0.381819329847576,3
"OCEAN audience","P17","B15_run2_opt.wav","optimised",0.054,-0.261,0.5,1,1.33754887761158,3
"OCEAN audience","P17","B16_run0_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P17","B16_run0_opt.wav","optimised",0.082,-0.208,0,0,0.223579963324087,3
"OCEAN audience","P17","B16_run1_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P17","B16_run1_opt.wav","optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P17","B16_run2_nonopt.wav","non_optimised",0.082,-0.208,0.5,0.5,0.822184894047561,3
"OCEAN audience","P17","B16_run2_opt.wav","optimised",0.082,-0.208,0.5,1,1.27827540068641,3
"OCEAN audience","P18","B01_run0_nonopt.wav","non_optimised",0.075,0.08,0.5,1,1.01342241932967,3
"OCEAN audience","P18","B01_run0_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P18","B01_run1_nonopt.wav","non_optimised",0.075,0.08,0.5,1,1.01342241932967,3
"OCEAN audience","P18","B01_run1_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P18","B01_run2_nonopt.wav","non_optimised",0.075,0.08,0.5,1,1.01342241932967,3
"OCEAN audience","P18","B01_run2_opt.wav","optimised",0.075,0.08,1,1,1.30461680197673,3
"OCEAN audience","P18","B02_run0_nonopt.wav","non_optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P18","B02_run0_opt.wav","optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P18","B02_run1_nonopt.wav","non_optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P18","B02_run1_opt.wav","optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P18","B02_run2_nonopt.wav","non_optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P18","B02_run2_opt.wav","optimised",0.102,0.056,1,1,1.30289677258024,3
"OCEAN audience","P18","B03_run0_nonopt.wav","non_optimised",0.061,0.099,0.166666666666667,0.166666666666667,0.275715143408296,3
"OCEAN audience","P18","B03_run0_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P18","B03_run1_nonopt.wav","non_optimised",0.061,0.099,0.166666666666667,0.166666666666667,0.275715143408296,3
"OCEAN audience","P18","B03_run1_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P18","B03_run2_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P18","B03_run2_opt.wav","optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P18","B04_run0_nonopt.wav","non_optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P18","B04_run0_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P18","B04_run1_nonopt.wav","non_optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P18","B04_run1_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P18","B04_run2_nonopt.wav","non_optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P18","B04_run2_opt.wav","optimised",0.089,0.074,1,1,1.29899846035321,3
"OCEAN audience","P18","B05_run0_nonopt.wav","non_optimised",-0.098,0.08,1,1,1.43248176253661,3
"OCEAN audience","P18","B05_run0_opt.wav","optimised",-0.098,0.08,1,1,1.43248176253661,3
"OCEAN audience","P18","B05_run1_nonopt.wav","non_optimised",-0.098,0.08,0.333333333333333,1,1.03991572116297,3
"OCEAN audience","P18","B05_run1_opt.wav","optimised",-0.098,0.08,0.5,1,1.09727116065264,3
"OCEAN audience","P18","B05_run2_nonopt.wav","non_optimised",-0.098,0.08,1,1,1.43248176253661,3
"OCEAN audience","P18","B05_run2_opt.wav","optimised",-0.098,0.08,1,1,1.43248176253661,3
"OCEAN audience","P18","B06_run0_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P18","B06_run0_opt.wav","optimised",-0.134,0.056,0.166666666666667,0.166666666666667,0.354824012427472,3
"OCEAN audience","P18","B06_run1_nonopt.wav","non_optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P18","B06_run1_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P18","B06_run2_nonopt.wav","non_optimised",-0.134,0.056,1,1,1.47549720433486,3
"OCEAN audience","P18","B06_run2_opt.wav","optimised",-0.134,0.056,0,0,0.145230850717057,3
"OCEAN audience","P18","B07_run0_nonopt.wav","non_optimised",-0.08,0.099,0.166666666666667,0.166666666666667,0.319897036498258,3
"OCEAN audience","P18","B07_run0_opt.wav","optimised",-0.08,0.099,1,1,1.40648533586383,3
"OCEAN audience","P18","B07_run1_nonopt.wav","non_optimised",-0.08,0.099,1,1,1.40648533586383,3
"OCEAN audience","P18","B07_run1_opt.wav","optimised",-0.08,0.099,1,1,1.40648533586383,3
"OCEAN audience","P18","B07_run2_nonopt.wav","non_optimised",-0.08,0.099,1,1,1.40648533586383,3
"OCEAN audience","P18","B07_run2_opt.wav","optimised",-0.08,0.099,1,1,1.40648533586383,3
"OCEAN audience","P18","B08_run0_nonopt.wav","non_optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P18","B08_run0_opt.wav","optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P18","B08_run1_nonopt.wav","non_optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P18","B08_run1_opt.wav","optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P18","B08_run2_nonopt.wav","non_optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P18","B08_run2_opt.wav","optimised",-0.116,0.074,1,1,1.45014895786605,3
"OCEAN audience","P18","B09_run0_nonopt.wav","non_optimised",-0.098,-0.191,1,1,1.61990277486027,3
"OCEAN audience","P18","B09_run0_opt.wav","optimised",-0.098,-0.191,0.166666666666667,0.166666666666667,0.447726065431627,3
"OCEAN audience","P18","B09_run1_nonopt.wav","non_optimised",-0.098,-0.191,1,1,1.61990277486027,3
"OCEAN audience","P18","B09_run1_opt.wav","optimised",-0.098,-0.191,1,1,1.61990277486027,3
"OCEAN audience","P18","B09_run2_nonopt.wav","non_optimised",-0.098,-0.191,1,1,1.61990277486027,3
"OCEAN audience","P18","B09_run2_opt.wav","optimised",-0.098,-0.191,1,1,1.61990277486027,3
"OCEAN audience","P18","B10_run0_nonopt.wav","non_optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P18","B10_run0_opt.wav","optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P18","B10_run1_nonopt.wav","non_optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P18","B10_run1_opt.wav","optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P18","B10_run2_nonopt.wav","non_optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P18","B10_run2_opt.wav","optimised",-0.134,-0.122,1,1,1.59525546543493,3
"OCEAN audience","P18","B11_run0_nonopt.wav","non_optimised",-0.071,-0.261,1,1,1.65443706438172,3
"OCEAN audience","P18","B11_run0_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P18","B11_run1_nonopt.wav","non_optimised",-0.071,-0.261,1,1,1.65443706438172,3
"OCEAN audience","P18","B11_run1_opt.wav","optimised",-0.071,-0.261,0,0,0.270484750032234,3
"OCEAN audience","P18","B11_run2_nonopt.wav","non_optimised",-0.071,-0.261,1,1,1.65443706438172,3
"OCEAN audience","P18","B11_run2_opt.wav","optimised",-0.071,-0.261,1,1,1.65443706438172,3
"OCEAN audience","P18","B12_run0_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P18","B12_run0_opt.wav","optimised",-0.107,-0.208,0.166666666666667,0.166666666666667,0.466800082565048,3
"OCEAN audience","P18","B12_run1_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P18","B12_run1_opt.wav","optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P18","B12_run2_nonopt.wav","non_optimised",-0.107,-0.208,0,0,0.233908101612578,3
"OCEAN audience","P18","B12_run2_opt.wav","optimised",-0.107,-0.208,0.5,0.5,0.932584044469988,3
"OCEAN audience","P18","B13_run0_nonopt.wav","non_optimised",0.075,-0.191,0,0,0.205197465871292,3
"OCEAN audience","P18","B13_run0_opt.wav","optimised",0.075,-0.191,0.166666666666667,0.166666666666667,0.407210752766662,3
"OCEAN audience","P18","B13_run1_nonopt.wav","non_optimised",0.075,-0.191,1,1,1.50801392566514,3
"OCEAN audience","P18","B13_run1_opt.wav","optimised",0.075,-0.191,1,1,1.50801392566514,3
"OCEAN audience","P18","B13_run2_nonopt.wav","non_optimised",0.075,-0.191,1,1,1.50801392566514,3
"OCEAN audience","P18","B13_run2_opt.wav","optimised",0.075,-0.191,1,1,1.50801392566514,3
"OCEAN audience","P18","B14_run0_nonopt.wav","non_optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P18","B14_run0_opt.wav","optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P18","B14_run1_nonopt.wav","non_optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P18","B14_run1_opt.wav","optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P18","B14_run2_nonopt.wav","non_optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P18","B14_run2_opt.wav","optimised",0.102,-0.122,1,1,1.43711099084239,3
"OCEAN audience","P18","B15_run0_nonopt.wav","non_optimised",0.054,-0.261,0,0,0.266527672109295,3
"OCEAN audience","P18","B15_run0_opt.wav","optimised",0.054,-0.261,0.166666666666667,1,1.28728675628756,3
"OCEAN audience","P18","B15_run1_nonopt.wav","non_optimised",0.054,-0.261,1,1,1.57640001268714,3
"OCEAN audience","P18","B15_run1_opt.wav","optimised",0.054,-0.261,1,1,1.57640001268714,3
"OCEAN audience","P18","B15_run2_nonopt.wav","non_optimised",0.054,-0.261,0.166666666666667,0.166666666666667,0.4717064669498,3
"OCEAN audience","P18","B15_run2_opt.wav","optimised",0.054,-0.261,1,1,1.57640001268714,3
"OCEAN audience","P18","B16_run0_nonopt.wav","non_optimised",0.082,-0.208,1,1,1.51723037143342,3
"OCEAN audience","P18","B16_run0_opt.wav","optimised",0.082,-0.208,0,0,0.223579963324087,3
"OCEAN audience","P18","B16_run1_nonopt.wav","non_optimised",0.082,-0.208,1,1,1.51723037143342,3
"OCEAN audience","P18","B16_run1_opt.wav","optimised",0.082,-0.208,1,1,1.51723037143342,3
"OCEAN audience","P18","B16_run2_nonopt.wav","non_optimised",0.082,-0.208,1,1,1.51723037143342,3
"OCEAN audience","P18","B16_run2_opt.wav","optimised",0.082,-0.208,1,1,1.51723037143342,3
"OCEAN audience","P19","B01_run0_nonopt.wav","non_optimised",0.075,0.08,-0.166666666666667,0.833333333333333,0.852720295162658,3
"OCEAN audience","P19","B01_run0_opt.wav","optimised",0.075,0.08,0.5,0.666666666666667,0.736151266556929,3
"OCEAN audience","P19","B01_run1_nonopt.wav","non_optimised",0.075,0.08,-0.166666666666667,0.833333333333333,0.852720295162658,3
"OCEAN audience","P19","B01_run1_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P19","B01_run2_nonopt.wav","non_optimised",0.075,0.08,-0.333333333333333,0.666666666666667,0.782388587456573,3
"OCEAN audience","P19","B01_run2_opt.wav","optimised",0.075,0.08,0.5,0.5,0.597515690170559,3
"OCEAN audience","P19","B02_run0_nonopt.wav","non_optimised",0.102,0.056,0.166666666666667,0.333333333333333,0.389399612778398,3
"OCEAN audience","P19","B02_run0_opt.wav","optimised",0.102,0.056,0.333333333333333,1,0.9994785974626,3
"OCEAN audience","P19","B02_run1_nonopt.wav","non_optimised",0.102,0.056,0.166666666666667,0.833333333333333,0.831753651647126,3
"OCEAN audience","P19","B02_run1_opt.wav","optimised",0.102,0.056,0.5,1,1.02447059499041,3
"OCEAN audience","P19","B02_run2_nonopt.wav","non_optimised",0.102,0.056,0.333333333333333,0.333333333333333,0.436301668639041,3
"OCEAN audience","P19","B02_run2_opt.wav","optimised",0.102,0.056,0.5,1,1.02447059499041,3
"OCEAN audience","P19","B03_run0_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
"OCEAN audience","P19","B03_run0_opt.wav","optimised",0.061,0.099,0.0833333333333333,0.166666666666667,0.225292096291412,3
"OCEAN audience","P19","B03_run1_nonopt.wav","non_optimised",0.061,0.099,-0.166666666666667,0.166666666666667,0.307383100589518,3
"OCEAN audience","P19","B03_run1_opt.wav","optimised",0.061,0.099,-0.166666666666667,0,0.267412198033558,3
"OCEAN audience","P19","B03_run2_nonopt.wav","non_optimised",0.061,0.099,0,0,0.116284134773408,3
